Respondent,RLH,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40
729,291,1.392538,0.88424,1.745942,-0.340279,-1.010636,-0.340741,0.655227,-0.213283,-0.062174,0.784538,0.989466,0.42019,0.330262,1.292444,1.2106,-1.035558,0.774983,2.511708,0.394414,0.88858,-0.426491,-1.83376,-1.087456,1.443321,-0.215186,1.508069,0.662165,0.90234,-2.844728,0.745842,-2.568561,1.273922,0.128554,0.963853,1.220519,-0.87865,0.823207,0.034869,-1.377013,1.199676
73,548,1.354101,-2.346007,-0.75294,-1.269524,-2.04248,0.002082,0.422367,-1.253457,-0.373844,0.412015,1.110674,-1.811658,0.789802,0.8983,0.720675,-1.123456,-2.951962,1.840084,1.643978,-0.938189,-1.487238,-2.938341,-3.18905,1.403699,-2.160985,0.478513,-0.101618,1.254534,-3.519132,-3.334689,-4.586643,-0.188049,3.265509,-0.8253,-1.496976,-0.66281,0.5729,0.064619,-2.845162,2.998136
730,428,-1.707415,-3.712477,-5.137916,-4.527134,-3.514413,-1.641185,-2.026435,-4.869945,-4.890804,-0.704464,-2.345164,-4.116834,-0.689109,-3.259657,-1.163839,-3.087037,-1.114298,1.075018,0.339884,-2.580454,-2.381612,-9.234382,-4.768223,-2.359389,-7.003751,-2.482625,-0.68872,-2.321127,-4.364617,-5.72065,-4.420381,-0.683348,-1.807412,-3.832253,-2.09234,-4.597113,-3.437357,-0.854833,-1.905339,-0.985036
731,256,0.822391,0.123963,0.775827,0.937234,1.423813,0.440298,1.154897,1.03967,-0.031606,1.547387,1.778154,0.980886,1.160547,1.653117,2.350352,-0.955812,-0.260979,1.217479,1.850408,0.242053,0.629864,0.402016,-0.234494,0.965885,-0.080053,1.288544,1.266547,0.05099,1.215382,-0.397513,-1.017915,1.461147,1.697059,0.919034,-0.737531,1.954669,0.837904,1.142091,-0.233214,0.637483
732,508,-0.768932,-0.343404,-1.752964,-2.831063,0.453119,-2.254036,-1.129553,-3.95159,-1.437859,3.038773,-1.825308,-3.394072,-0.288402,-2.602908,-2.697664,-3.268371,-0.290914,1.81835,0.879286,-1.72996,0.225914,-6.997538,-3.015324,-2.959776,-3.753568,-0.397961,-0.002086,-2.955854,-5.851719,-1.915799,-5.141486,1.445748,-0.326316,-2.379849,0.554687,-2.119496,-1.786015,-1.979481,-1.63728,-2.312344
734,603,-2.598583,-0.123052,1.007027,-2.297211,-2.464386,-3.679454,-1.938644,-3.393291,-1.770266,-0.249396,-2.514937,-4.424476,-4.963032,-1.8868,-4.62773,-3.171498,-2.533768,-0.844596,-1.289616,-1.771476,-2.092002,-5.28064,-4.710284,-3.073057,-2.747591,-0.123921,-2.313851,-2.792385,-7.857064,0.075901,-8.187224,-2.620606,-2.820816,-2.6306,2.568644,-2.104971,-2.321499,-2.273366,-1.224279,-2.978484
735,455,1.311884,-2.037448,-1.258331,-1.699003,1.563781,0.002705,0.659294,1.086018,-1.843704,0.36299,0.354845,-0.771147,3.423065,0.33599,0.161713,-1.009196,0.423413,1.579693,0.824092,-0.281432,-0.476951,-3.45103,-4.203854,0.957421,-1.709364,0.997288,1.371736,1.099538,-1.036463,-4.720548,-2.198477,2.181825,1.822605,-0.332084,-0.347524,-1.044447,0.228023,1.269573,-2.802504,0.477235
736,350,0.878221,0.216741,1.513229,0.368682,2.387105,2.061496,1.716786,0.248319,0.886031,2.012611,3.194034,-0.231108,2.651203,1.577759,1.040781,0.698518,0.657865,1.960884,1.099728,0.911492,1.091141,-0.296613,-0.04481,1.75524,1.252283,2.176849,1.379381,1.533352,-0.190156,-0.862055,-0.664328,3.420753,3.95227,0.74114,-0.61594,0.381435,0.709139,1.614268,-0.298012,0.815247
737,475,-0.284613,-3.210341,-2.747985,-2.469524,-0.778035,-2.01078,-1.858247,-3.055454,-2.53478,-2.191863,-2.361283,-2.869844,-1.1776,-0.827512,-1.277243,-2.687474,-2.23098,0.572654,0.498581,-1.119504,-1.205142,-5.039318,-5.61115,-0.961918,-2.776866,-1.659739,-1.988405,-2.050493,-4.346993,-3.704496,-6.955075,2.434568,-0.683914,-2.242724,-1.002328,-2.962584,-1.475678,-1.005239,-4.699253,-2.240426
738,252,-2.360114,-0.448438,0.004353,0.805582,-1.302361,2.69643,-0.169832,-0.301063,-1.185734,-1.604265,0.5322,0.34411,0.320967,0.655395,0.62102,0.201124,-1.075797,-0.373439,-0.355741,-0.635329,1.347475,-1.312981,-0.446562,0.176263,-1.149629,-0.340238,0.044613,0.710626,-1.096346,-0.316342,-2.238383,-0.908001,0.716333,0.932806,-0.198644,0.77225,-0.991701,-0.038093,0.021109,-0.63986
739,346,0.633559,-1.039978,0.028739,0.122092,0.497472,1.539782,0.987255,-0.60193,-0.560595,2.534286,1.12534,0.491843,1.748304,1.312623,2.560842,0.421715,1.243532,3.284858,3.760643,0.482385,0.851972,-3.062343,-1.14993,1.405632,-1.491805,1.417065,1.895264,1.102122,-0.835763,-1.024778,-2.683305,3.199811,1.364994,0.762784,2.331911,-1.412249,0.04254,1.837126,0.334737,1.263336
74,482,2.042075,1.817828,1.318867,0.167151,2.251093,1.066293,2.221035,3.181067,2.062137,1.241839,0.505858,-1.137446,0.516546,1.522478,1.207542,1.008054,0.813049,1.333595,0.77822,1.398962,0.776157,6.368186,0.781903,1.591817,2.361837,2.558048,-0.082851,0.644354,2.024386,0.403948,-0.877177,1.088422,1.445636,0.562013,1.173,1.550273,2.962059,2.009808,1.493086,0.449908
740,402,-1.28888,-0.058187,0.894014,-0.755181,-2.355524,-2.635445,0.702099,-1.217881,-1.049363,0.216975,-0.881319,0.226708,-1.400423,0.432214,-0.59666,-1.50368,-2.56548,0.789939,-1.138891,-0.947166,-0.945298,-1.784928,-2.381228,0.346277,-2.783478,1.460007,-1.698878,-3.230128,-3.885153,1.600607,-3.573208,-0.472479,-0.795508,-1.751333,-0.777629,-0.46842,0.121351,-0.883785,-1.669851,-1.310551
741,449,-0.840692,-2.27728,-4.001857,-3.323431,-1.746605,-1.318277,-0.967683,-2.927781,-2.663217,1.410756,0.297764,-2.816485,-0.29274,-0.557267,-0.170975,-2.397411,-0.658171,1.354469,-0.805812,-2.258717,-1.397553,-5.41133,-3.434764,-1.878815,-3.413205,-0.868892,-0.297794,-1.412715,-3.271775,-3.530778,-5.446581,-1.270473,-0.027946,-3.328144,-0.290912,-1.805647,-1.979335,-0.553342,-3.000249,-1.82246
742,333,-2.274281,-2.164214,-2.523628,-3.425353,-1.271703,-1.395743,-1.450916,-2.59751,-2.27641,-2.464815,-1.256419,-3.406228,-2.161457,-2.524251,-1.428806,-1.622606,-3.66864,-1.072566,-0.553461,-2.288055,-0.03471,-2.143713,-3.117878,-2.690292,-2.271443,-0.73061,-1.279757,-2.306964,-3.120786,-4.592544,-3.690032,-2.102467,0.7483,-2.069133,-2.525746,-1.613184,-0.630501,-0.01381,-2.667421,-3.019764
743,435,0.962776,-1.583334,0.506344,0.92433,1.355196,-0.465886,1.242931,0.388423,-1.341647,-0.253915,0.735015,-0.661293,2.275706,2.454113,-0.906293,-0.135973,-3.100997,0.890118,1.000627,-0.700003,2.955213,-5.359495,-1.631979,0.955385,-0.862605,1.66328,0.656582,-0.459195,-4.880674,-1.65097,-2.432342,0.925452,1.184807,-0.159473,-3.068075,0.370298,-0.859263,0.809808,-2.931945,-0.083418
744,422,-1.001521,-1.416501,-0.685486,-1.06576,-1.414701,0.862439,0.067254,-3.323525,0.339295,1.870679,-0.657959,-0.630337,-0.761829,-0.571477,1.084337,-0.846202,1.089263,2.073909,0.775108,-0.270934,-3.424927,-3.394959,-1.213478,-0.090959,-2.086416,0.863852,0.36809,0.281236,-1.982002,0.594744,-2.840176,1.977543,-1.379221,-0.705206,1.473249,-2.249207,-0.073319,-0.143036,-0.733026,0.637838
745,549,1.196696,-4.042864,-3.612196,-0.165178,-0.443576,-1.524602,1.722697,0.809836,-3.622074,-0.387071,0.538802,-0.655611,2.933075,2.482349,0.833982,-1.192443,0.335048,0.378413,2.248465,-1.219629,1.762388,-3.980955,-3.504145,0.758758,-0.909704,0.481617,-0.681715,0.80196,-1.331721,-3.124071,-4.243661,1.475607,0.878451,-0.442794,-3.142436,-1.065213,-1.301715,2.163486,-2.946812,-0.95934
746,469,4.387472,3.910082,2.503622,0.920987,-1.123347,2.330064,3.268085,0.110324,1.96794,4.52445,3.087961,0.774843,3.107529,3.120477,3.192879,1.116903,2.393407,4.684471,5.709928,0.919527,3.673452,-2.342375,1.812672,2.702124,0.905815,2.891067,3.568663,3.050552,1.810261,2.726819,-2.220966,6.26351,3.581439,1.669794,4.340242,1.518372,1.642887,4.672724,3.350803,4.125296
747,379,0.817039,1.187004,0.827206,-1.046838,-0.159207,-1.391436,-0.14022,-1.507556,-1.238512,1.257429,-0.247606,-0.11879,0.450843,0.295763,0.789774,-1.702989,0.980498,2.46796,-0.856985,0.390722,0.221234,-3.866374,-1.142869,-0.549209,-2.890013,0.470433,2.640738,-0.247899,-2.017925,3.09617,-2.738339,0.065597,-1.242243,-0.907277,1.965547,-0.722865,-0.068759,-0.671786,-0.310333,-0.224515
749,597,-0.448695,-5.746297,-0.035521,-0.133866,-3.748126,-2.544927,1.05737,-1.442559,-2.539735,-2.931061,-2.865865,-2.646164,-1.868789,1.201136,-3.493167,-2.238927,-5.598485,-0.53197,-0.376649,-2.020164,-0.842574,-6.176953,-6.051099,0.02351,-1.62956,1.678094,-4.796499,-1.628338,-6.596632,-2.239808,-7.885615,-0.709309,0.502903,-0.834053,-1.847007,-1.504539,0.016285,-1.781686,-7.775111,-1.415513
75,516,0.243734,1.900686,4.795299,-0.088297,-2.834781,0.574461,-1.376665,-1.92092,-0.188447,-0.275252,0.370798,-0.229557,0.292981,0.725809,-0.196071,-1.738434,-2.534037,2.52993,-1.412424,0.637393,-1.127506,-2.811035,-1.821429,0.441213,0.059356,0.530046,-0.94366,2.273261,-3.986156,1.867994,-3.342355,0.555596,-0.735467,1.215487,1.74199,-3.629038,-2.316847,-1.104333,-2.798422,0.366668
750,443,2.331846,2.580961,3.33478,2.039248,-0.722799,0.0107,2.033196,-0.715567,-0.368642,0.038149,0.185373,0.597919,2.170873,2.732041,3.126724,-0.194956,1.056633,2.27285,1.563575,1.939732,1.934157,-3.97704,-0.441429,1.904654,0.445134,2.478468,0.539601,1.395405,2.365474,4.720094,-0.888177,4.261353,0.968277,1.632501,1.767019,0.987698,-0.188504,0.446806,2.9204,1.874203
752,524,1.419164,1.118635,2.716711,0.176453,-1.714338,1.370399,1.904051,-1.470722,0.937747,5.729401,2.889369,1.195492,1.103895,2.081071,3.550403,0.164853,0.967195,3.214823,4.480699,2.161242,0.592876,-0.951301,0.209778,2.951683,-0.581191,1.668225,2.56385,2.380966,0.417051,2.601706,-3.778664,5.700205,1.814681,1.94617,3.125318,-2.358788,-0.405045,3.775897,3.138198,2.73742
753,549,1.801863,-3.101695,0.527229,0.588676,1.41712,1.874973,2.39926,0.698375,-1.861256,0.505051,2.223259,0.11486,3.511184,2.049265,2.61178,2.819536,-0.503341,1.474793,2.972905,0.167767,2.512714,-3.9121,-1.655656,1.628566,0.427854,2.828864,-0.520938,2.317771,-2.100202,-3.640688,-2.204018,1.083946,2.428151,0.881323,0.072482,0.406607,-0.216647,2.249859,-2.037507,2.257148
755,458,-0.26812,-2.17601,0.398953,0.229352,-0.230879,-1.183881,1.15148,-0.134613,-0.916064,-0.264497,-0.480571,-1.313445,-1.4506,1.056694,-1.987374,-0.980879,-2.020896,1.066789,1.177621,-0.926069,0.769443,-4.024241,-2.779673,-0.130728,-0.477609,2.792864,-1.680955,-0.490006,-5.677956,-2.354721,-4.79231,-0.670008,1.083904,-0.112592,0.721606,0.821531,0.15022,-0.170005,-4.453916,-0.688326
758,515,-0.998346,-1.074512,-0.466027,-0.704653,-2.646199,-0.764913,1.035292,-1.595451,1.232956,-0.490377,1.073923,-2.249374,1.640133,-0.448441,-0.609993,-2.698215,-2.483911,1.36934,1.379615,-1.680669,-0.419233,-5.153866,-3.616748,0.173273,-4.201326,0.866328,-1.216027,-1.456134,-5.758134,-1.328676,-6.61065,1.148266,0.241374,-1.913087,-1.422779,-1.60835,-1.683685,-0.172381,-2.994146,-0.975436
759,598,-4.748276,-6.25723,-4.242975,-4.504436,-5.663783,-4.940653,-2.415813,-6.230933,-4.573568,-3.459234,-4.669364,-6.117913,-3.214754,-2.061275,-6.378903,-8.231616,-5.75081,-0.936386,-1.767387,-5.578593,-3.442426,-10.183393,-8.096203,-3.39012,-5.726715,-2.485938,-5.529569,-6.490593,-9.002725,-6.574497,-11.386682,-0.633448,-2.094502,-4.768782,-5.140291,-5.067487,-4.13874,-3.803832,-7.840653,-4.950326
76,571,-0.596268,-2.096845,-2.565838,-4.194594,-4.663292,-3.590868,-3.23076,-3.257064,-4.315104,-0.223257,-2.780925,-4.829813,-2.403848,-1.980163,-3.153188,-4.172632,-5.600156,0.328676,0.566697,-3.57407,-0.197472,-9.217664,-7.259281,-2.863759,-5.45878,-0.680749,-3.49221,-3.917302,-7.877668,-2.861688,-8.94581,-0.746445,-1.113447,-3.726366,-1.567821,-1.873256,-2.838942,-1.357512,-3.700097,-3.415135
760,448,2.356408,1.267356,0.782273,-1.008438,-1.750853,0.849603,0.970823,-1.010155,-0.268183,1.645789,0.787127,-1.910495,-1.016583,1.716798,-2.492711,-1.174081,-0.588295,2.682621,3.122433,0.637911,-0.661014,-2.766849,-2.232605,1.983879,0.223937,1.936044,2.776911,0.655994,-0.567814,-0.980954,-5.233967,3.356575,1.314477,-0.138244,2.404262,-0.40654,0.504679,1.317546,0.092611,2.453164
762,434,-0.575201,-2.012639,-2.386514,-2.184637,0.959081,-1.584801,-0.780188,-1.411642,-1.510969,-0.870969,-0.568025,-2.49573,-0.915119,-0.259697,-0.826364,-2.445599,-4.313195,1.974157,1.254706,-1.437097,-1.140116,-1.594115,-4.157373,0.251549,-1.877013,0.201964,0.836575,-1.782884,-4.681096,-4.316301,-4.731634,0.106713,-0.000534,-1.627259,-1.691078,-3.630171,-0.03204,0.046195,-2.896673,-1.343767
763,468,-0.328761,-0.688555,0.155545,0.238463,0.111022,-0.380082,-0.111372,-0.110046,-1.398668,-0.468905,-1.743605,-0.002461,-0.699563,1.888556,-0.519314,-0.389871,0.491454,1.074702,-3.818018,-1.318943,1.545356,-3.53188,-0.970143,-0.815303,-1.426983,0.624511,-0.437288,0.328863,-2.52814,0.214524,-3.161874,-1.333698,-1.21262,-0.578537,0.533784,0.672183,-1.863696,-1.90194,-3.016293,-2.043657
764,448,0.249298,0.349834,1.168621,-2.31957,0.038787,0.543106,0.8867,-2.661023,-0.244053,2.83412,1.199348,-0.199828,2.673503,-0.58348,2.059408,-1.356404,1.460375,3.69903,3.888141,-0.459981,0.424649,-4.134315,0.826013,-0.647337,-4.426577,0.603254,2.222196,0.285886,-1.923686,-0.225621,-2.397316,2.327566,1.291999,-1.072944,0.950031,-0.678537,-0.241512,0.713308,0.050328,0.742295
766,536,0.819384,-2.889124,-2.755999,-2.308805,-1.689097,-1.727197,1.479156,-1.440227,-1.127678,0.836099,-0.922999,-2.062708,0.784822,-0.316235,-1.663813,-3.045476,-1.340343,2.429945,3.440806,-2.144371,0.404069,-4.932981,-3.254779,2.029116,-1.637954,0.27438,-0.932971,-2.108996,-3.75259,-4.65831,-6.685432,1.745397,1.322322,-1.325101,-1.534849,-1.831269,-0.428649,0.764814,-3.277995,-0.393839
768,392,0.850084,-0.790602,0.069671,1.466055,-0.22449,-0.431737,3.39306,1.292284,0.221826,0.154129,0.817804,-0.752769,-1.652294,0.302576,0.927769,-0.789789,-2.347509,-0.009232,1.625159,0.371263,0.041645,1.812437,-2.514089,1.381408,0.101473,1.941613,-0.424974,-1.214416,-1.311053,-1.183847,-4.381374,-0.622655,0.190791,0.084243,-0.408882,-0.245985,0.978034,1.672821,-0.030008,0.737765
769,499,-0.587619,-3.097543,-2.818086,-3.167678,-1.721401,-2.421205,-1.454014,-2.323602,-3.628353,0.279686,-1.796462,-2.393134,-0.054137,-0.408791,-1.35343,-1.733701,-1.737659,1.039523,1.088549,-0.287949,-0.492861,-7.615906,-5.192162,-1.530854,-3.023677,-0.330835,-3.147141,-2.111576,-4.716365,-3.441199,-6.710977,0.265522,0.519293,-2.061618,-1.308341,-1.670015,-2.198648,-0.718799,-2.998934,-1.971643
77,280,0.909027,-0.679752,1.197219,-0.369797,0.429008,0.954124,0.991707,0.086839,-0.659973,1.222113,1.493659,0.254695,1.075842,1.594256,1.082432,0.723979,-1.267,2.207212,0.975227,-0.501104,1.595786,-2.647582,-0.95071,1.500461,-1.043682,1.458216,0.311412,-0.102268,-3.896017,-0.937805,-1.886519,1.232355,1.122623,0.242213,-1.154872,-0.853477,-0.043772,0.605452,-0.872962,0.637541
770,560,-2.688008,-0.800886,1.831373,0.744595,-0.291185,-2.401515,-0.119461,0.729049,0.07654,-1.73131,-1.11929,-2.842972,-2.107902,-0.013307,-4.844364,-0.813962,-5.299897,-1.755425,-4.282687,-2.622379,1.356725,1.044511,-0.531968,-1.54504,-0.866741,0.866308,-2.53712,-6.297392,-3.849305,0.956802,-1.534286,-2.750953,-1.132008,-2.560612,-4.248447,0.49872,-0.337317,-2.925156,-3.070912,-4.925794
772,378,0.634909,-0.127225,0.503342,-0.713102,-1.294523,-1.085301,0.622758,-1.096653,0.113562,0.131536,-0.726121,-1.425609,-0.436928,0.227065,-0.514439,-1.985972,0.977884,1.864075,-1.944706,1.855105,-1.404476,-1.604041,-1.026271,0.457622,-1.630921,1.902273,1.086079,1.264987,-0.547213,0.321131,-3.146172,-0.60505,-0.442367,0.065567,1.833357,-0.882353,-0.334691,0.21031,-0.835519,0.773515
773,429,1.393056,-0.841674,0.765913,1.384806,0.870925,1.075674,2.731271,1.724008,0.247499,2.477651,1.523862,0.838563,3.027956,2.382772,0.89261,1.821665,1.883935,2.738922,6.298211,2.896628,4.192414,-0.806891,0.567846,4.937374,0.584345,2.624082,1.55294,0.807739,0.753867,-2.611729,-1.43148,4.070647,1.677846,1.749376,1.493902,0.585303,0.887601,3.26083,-1.037109,2.157585
774,229,0.723705,1.059934,2.007225,1.652573,1.00715,0.818106,1.141835,0.134283,-0.423534,0.962051,0.951416,-0.539163,0.431922,1.735455,0.910459,2.052582,-1.359022,1.374413,1.528086,0.856973,1.300561,-0.222501,0.357446,0.759079,0.140212,1.033514,1.474873,0.419713,-0.139104,-0.788715,-0.886822,1.833995,0.484674,0.807348,0.072511,0.215251,0.94859,0.767697,0.184578,0.096336
777,540,2.78226,-0.170028,3.455084,3.371741,2.001892,0.868685,3.102135,1.200664,0.815032,1.888812,2.19142,1.679048,3.694855,5.007854,0.228968,1.98159,2.316637,1.24467,3.157935,-0.31438,2.280758,5.267327,2.823052,3.499769,2.159482,2.326729,1.780975,3.359159,2.187663,1.893116,-1.729333,3.605885,1.150895,2.864061,1.4897,0.501225,0.739871,2.420008,2.050073,3.569745
778,463,-1.316008,4.411418,5.180593,0.224083,-0.601921,0.028122,0.263969,-0.897708,0.121816,1.900427,0.590861,1.185362,-0.767415,-1.268753,2.668396,0.544161,0.916633,1.237359,0.560045,1.874534,0.097883,-4.398318,-1.148318,-0.075958,-0.637077,1.610079,1.258148,3.682013,-1.80205,2.87431,-1.839256,1.420844,-0.954926,1.024451,2.945625,-0.037923,-1.641815,-0.398948,3.642872,0.090181
78,469,0.209864,-1.187421,0.257599,0.073622,-0.213071,-0.024827,1.018164,0.294675,-0.492979,0.894098,-0.074213,0.272589,0.624898,3.020483,-1.351611,2.184723,-0.484173,-1.003395,-1.337266,-0.29665,0.253757,-1.97692,-1.566909,1.245417,-0.806526,2.24947,-1.27345,1.373216,0.730806,0.471477,-2.433553,1.658214,-0.252347,0.400047,0.333515,-1.688703,0.509348,0.197709,-1.235184,0.178703
780,437,-3.246055,-1.250103,-0.411025,-3.998809,-6.538121,-3.877056,-4.257833,-6.454081,-2.668484,-1.341083,-3.52787,-4.367396,-5.76828,-3.198884,-5.616947,-4.538911,-5.564772,-1.09726,-3.384582,-3.500637,-3.611292,-6.7145,-5.464562,-3.987927,-3.775872,-1.992745,-3.949006,-4.082723,-9.092896,0.541832,-6.595911,-3.261752,-5.054749,-3.813988,-0.105575,-4.495317,-4.177027,-4.318417,-4.579723,-5.142773
781,450,-0.529225,2.129308,-0.23993,-1.654741,-1.634993,-0.66912,-0.443994,-1.703993,-0.338885,-0.351254,-0.436457,-1.509313,-1.474034,-1.343671,3.96579,-1.677465,1.487133,-0.027607,-0.381794,0.799296,-2.66301,0.488907,-1.215216,-1.124175,-0.448944,0.34966,0.669252,-0.06606,0.8673,1.114805,-1.185871,-0.092958,-3.035039,-1.164067,1.351537,1.12799,0.066171,-0.692226,3.873906,-0.950011
782,411,-0.565,-1.244491,0.377012,-1.091171,-0.6809,-0.869665,-1.902567,-1.166553,-2.864498,-0.551808,-0.408886,-1.466839,2.529382,0.646645,-2.304184,0.088569,-2.921287,0.89329,0.953725,-1.899025,0.797014,-4.903923,-2.133725,-0.801557,-1.872073,0.493156,-2.451882,-1.161361,-3.305706,-2.274515,-4.42401,1.785505,0.992004,-1.144982,-1.992751,-0.746551,-1.824474,-0.560031,-1.428622,-2.254759
783,523,1.922754,-1.352158,1.526945,0.024268,-2.037312,-1.255616,0.388924,-0.10675,-3.072977,-0.399797,0.458105,-2.611336,1.422265,2.910607,-1.718057,-0.846425,-1.512108,0.568236,0.573819,-0.32753,1.078049,-5.99698,-3.122399,-0.370764,-0.405241,-0.189034,-1.284044,2.756929,-3.79974,-1.805504,-5.011507,0.017256,-0.545721,0.70793,0.515023,-0.673345,-3.349275,0.399646,-3.142311,0.957666
785,424,1.932028,-0.042596,0.386762,0.118556,0.068615,-1.677377,0.099731,0.735386,-0.862521,0.61626,-0.134046,-0.045928,0.655098,1.394236,-0.24837,-1.445771,-0.275653,1.645941,2.249332,-0.129644,1.400801,-2.717,-2.050675,0.442241,-1.015801,0.909447,0.958359,-1.067,-2.720216,0.622777,-4.353842,1.965172,-1.127262,-0.507743,0.611632,-0.22806,-0.036047,0.580252,-2.18895,-1.272208
786,352,-0.201936,-1.26646,-2.12373,-1.093289,1.449234,-0.022043,0.288931,0.284895,-0.846045,0.37314,0.392553,-1.649629,0.457305,1.006706,-0.187755,-0.098517,-1.235329,0.90743,0.860063,-1.600694,-0.514268,-0.97095,-2.609082,0.380801,-0.898521,0.648796,-0.267401,-0.863244,-1.491241,-3.774831,-3.396621,-0.183041,1.70407,-0.507106,-2.868199,0.422204,0.434611,0.615147,-2.015167,-0.595381
787,434,-3.320482,-3.476798,-0.853642,-1.495356,-6.457314,-2.12084,-2.477172,-2.96031,-3.036454,-2.914079,-2.58163,-2.397177,-3.315538,-0.553025,-2.336947,-3.320094,-5.618394,-1.383593,-4.143059,-2.870524,-2.302638,-6.799807,-5.226898,-1.937485,-2.665265,-0.475774,-4.308254,-2.623161,-6.954164,-2.263957,-5.189966,-2.980928,-1.612119,-2.162137,-3.951471,-1.573712,-2.066699,-4.106324,-7.343101,-3.871846
788,515,-2.534795,-0.749039,-0.570652,-2.838438,-1.280862,-1.821802,-1.172246,-5.773281,2.17425,2.051588,0.216879,-3.340915,-0.337975,-3.977803,-1.134324,-3.641978,-2.724747,2.667154,1.877524,-1.874335,1.016231,-1.892743,-2.295111,-1.155432,-3.405622,-3.511184,0.485362,-4.149899,-6.570253,-1.8424,-4.478316,2.398429,0.03442,-2.400292,-1.451563,-3.776633,-0.77593,-0.683234,-0.739724,-3.611717
789,477,0.352329,-2.725535,-0.472504,-0.26733,-0.12764,1.003966,1.611332,-1.619415,-0.769551,1.317487,0.481872,-1.146185,1.990565,3.745822,1.748147,0.096936,0.394361,2.680082,2.0832,-0.369849,-0.303754,-2.188522,-0.965833,2.020367,-0.926013,1.065972,0.945737,1.196864,-1.256159,-1.816117,-1.462487,1.858501,1.038119,-0.942939,0.343161,-1.42016,0.486619,2.241629,-0.559372,1.522215
79,510,1.781665,-0.116552,-1.355415,-1.639493,-1.960113,0.793812,1.266633,-0.646826,0.176924,3.570389,0.417294,-0.994606,0.067606,0.46769,2.529249,-1.770487,1.142749,4.094476,4.30918,0.66816,0.022487,-1.370802,-1.977665,2.021616,-1.310129,1.253175,2.256662,0.037165,-1.440148,-1.132569,-3.688058,3.769975,1.378159,-0.493012,1.901203,-1.122995,0.836126,2.384474,2.116768,1.580113
791,334,3.727513,0.842839,-0.454679,-0.1822,1.46065,3.252107,2.539229,1.841987,0.708612,3.392935,4.015735,1.050358,3.70472,1.297188,3.646981,1.626922,2.725615,5.512549,3.991974,1.855756,4.104767,1.211835,1.365778,3.008993,-0.60325,2.56681,3.133021,2.422432,0.85042,-1.758484,-0.523819,4.601035,3.618012,0.847207,0.779351,0.23588,1.642942,4.217085,1.825075,3.658706
792,446,-0.664692,1.409085,1.075031,-2.452647,-1.71442,-1.150034,-0.942195,-3.531449,-0.324459,1.253101,0.005637,-1.885708,-0.597078,-1.613239,-0.990428,-2.89231,-1.37151,2.896459,1.936272,-3.940127,0.106809,-5.448929,-1.919532,-1.431191,-1.976224,-0.338878,-0.046704,-1.893817,-5.857175,-0.160616,-4.256011,3.012003,0.602536,-1.568706,-0.310883,0.296561,-1.175969,-1.236879,-1.092632,-2.050227
793,276,2.052194,-0.787084,1.1236,0.463003,-0.420257,-0.001227,1.488926,1.262756,-1.304462,-0.598891,0.911069,1.388817,1.102639,0.375686,3.34526,0.8442,0.40567,1.798387,2.881427,0.533959,1.441503,-1.704012,-0.69199,2.023613,0.078432,2.514361,0.530983,1.611674,-0.177924,-0.41804,-2.925824,2.439474,1.293533,0.68961,0.92528,0.774499,0.462449,1.920435,-0.953694,1.315809
794,416,-0.363981,-2.331049,0.532291,-0.149063,-0.698781,-0.980424,0.529101,-0.873293,-2.607647,0.140261,-1.161656,-2.497392,0.112501,0.697437,-2.769364,-0.968928,-1.179277,0.020156,0.372197,1.654754,3.039303,-5.278333,-1.808392,-1.091906,-2.244213,1.819737,-1.575235,-1.600794,-4.830012,-2.436588,-5.628932,-0.620634,0.177049,0.228268,0.197737,-0.803453,-1.6058,-0.630823,-3.323548,-1.448852
796,463,-1.554095,-1.757898,-4.669532,-3.211374,-4.39976,-2.117891,-1.479376,-3.897895,-2.98315,0.616567,-3.453416,-3.333037,-1.002423,-1.25961,0.335907,-3.209882,-1.750918,0.719076,-0.365486,-2.108062,-4.191733,-5.643887,-4.333657,-0.96653,-3.183914,-1.378644,-0.975807,-1.434065,-3.977789,-3.418863,-5.610696,0.243413,-0.55464,-2.058604,-0.371639,-2.931328,-1.85973,-0.764145,-3.57513,-1.373972
797,482,3.506274,-2.445142,0.695554,1.566853,1.344613,2.138481,2.952437,0.237987,0.378922,2.019139,2.52445,1.608246,4.884527,2.857466,4.382375,1.496547,2.5061,5.955132,4.607931,1.702595,1.575273,-3.886792,0.533627,5.49228,-1.934684,2.997967,1.779623,4.204677,-0.077477,-1.718069,-0.745013,5.006819,4.028956,2.426442,1.501789,-0.392668,1.350787,3.455592,-1.344333,4.934759
798,341,0.47893,-2.722989,2.05463,1.010305,-1.190892,0.641464,1.931094,0.966692,-0.583958,0.316554,0.650531,-0.285981,-0.119976,3.881472,0.818546,0.641349,-2.324039,0.425407,1.38125,-0.651035,1.00879,-0.129035,-1.597403,2.227748,0.454266,1.87836,-0.974514,0.429724,-1.564636,-0.172486,-3.214251,0.457963,1.24372,0.267487,-1.221793,0.505555,0.426335,1.402088,-0.630434,0.532494
